"Fiscal_Year","Country","HE.Provider","Level.Of.Study","Mode.Of..Study","Academic.Year","Visa.Code","Visa.Fee....","Visa.NHS.Charge....","Visa.After.Graduation","Visa.Work.Requirements.After.Graduation","Salary.Requirements","Dependents.Allowed","Visa.Fee..Dependents","Visa.NHS.Charge.Depen","HE.Provider.Term.1","HE.Provider.Term.2","Enrollment","FX_Rate","Growth.Indicator","Value","Tuition_Av"
"2015","Libya","The University of Dundee","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",105,2.03,"Inflation ",-7.040707272,16000
"2015","Libya","The University of Dundee","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,16000
"2015","Libya","The University of Dundee","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,16000
"2015","Libya","The University of Edinburgh","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,16500
"2015","Libya","The University of Edinburgh","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,16500
"2015","Libya","The University of Edinburgh","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,16500
"2015","Libya","The University of Edinburgh","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,16500
"2015","Libya","The University of Glasgow","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",140,2.03,"GDP ",-0.842656252,14500
"2015","Libya","The University of Glasgow","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",140,2.03,"Inflation ",-7.040707272,14500
"2015","Libya","The University of Glasgow","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,14500
"2015","Libya","The University of Glasgow","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,14500
"2015","Libya","The University of St. Andrews","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,19000
"2015","Libya","The University of St. Andrews","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,19000
"2015","Libya","The University of St. Andrews","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,19000
"2015","Libya","The University of St. Andrews","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,19000
"2015","Libya","The University of Stirling","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",35,2.03,"GDP ",-0.842656252,14000
"2015","Libya","The University of Stirling","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",35,2.03,"Inflation ",-7.040707272,14000
"2015","Libya","The University of Stirling","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,14000
"2015","Libya","The University of Stirling","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,14000
"2015","Libya","The University of Strathclyde","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",210,2.03,"GDP ",-0.842656252,14000
"2015","Libya","The University of Strathclyde","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",210,2.03,"Inflation ",-7.040707272,14000
"2015","Libya","The University of Strathclyde","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,14000
"2015","Libya","The University of Strathclyde","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,14000
"2015","Libya","The University of the West of Scotland","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",35,2.03,"GDP ",-0.842656252,13125
"2015","Libya","The University of the West of Scotland","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",35,2.03,"Inflation ",-7.040707272,13125
"2015","Libya","The University of the West of Scotland","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,13125
"2015","Libya","The University of the West of Scotland","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,13125
"2015","Libya","University of the Highlands and Islands","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,12375
"2015","Libya","University of the Highlands and Islands","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,12375
"2015","Libya","University of the Highlands and Islands","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,12375
"2015","Libya","University of the Highlands and Islands","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,12375
"2015","Nigeria","Abertay University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",275,301.33,"GDP ",2.652693295,13375
"2015","Nigeria","Abertay University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",275,301.33,"Inflation ",2.863665123,13375
"2015","Nigeria","Abertay University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,301.33,"GDP ",2.652693295,13375
"2015","Nigeria","Abertay University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,301.33,"Inflation ",2.863665123,13375
"2015","Nigeria","Edinburgh Napier University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",495,301.33,"GDP ",2.652693295,14500
"2015","Nigeria","Edinburgh Napier University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",495,301.33,"Inflation ",2.863665123,14500
"2015","Nigeria","Edinburgh Napier University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",110,301.33,"GDP ",2.652693295,14500
"2015","Nigeria","Edinburgh Napier University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",110,301.33,"Inflation ",2.863665123,14500
"2015","Nigeria","Glasgow Caledonian University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",1870,301.33,"GDP ",2.652693295,14875
"2015","Nigeria","Glasgow Caledonian University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",1870,301.33,"Inflation ",2.863665123,14875
"2015","Nigeria","Glasgow Caledonian University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",165,301.33,"GDP ",2.652693295,14875
"2015","Nigeria","Glasgow Caledonian University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",165,301.33,"Inflation ",2.863665123,14875
"2015","Nigeria","Glasgow School of Art","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,301.33,"GDP ",2.652693295,18000
"2015","Nigeria","Glasgow School of Art","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,301.33,"Inflation ",2.863665123,18000
"2015","Nigeria","Glasgow School of Art","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,301.33,"GDP ",2.652693295,18000
"2015","Nigeria","Glasgow School of Art","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,301.33,"Inflation ",2.863665123,18000
"2015","Nigeria","Heriot-Watt University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",715,301.33,"GDP ",2.652693295,17750
"2015","Nigeria","Heriot-Watt University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",715,301.33,"Inflation ",2.863665123,17750
"2015","Nigeria","Heriot-Watt University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",165,301.33,"GDP ",2.652693295,17750
"2015","Nigeria","Heriot-Watt University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",165,301.33,"Inflation ",2.863665123,17750
"2015","Nigeria","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",55,301.33,"GDP ",2.652693295,14125
"2015","Nigeria","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",55,301.33,"Inflation ",2.863665123,14125
"2015","Nigeria","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",55,301.33,"GDP ",2.652693295,14125
"2015","Nigeria","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",55,301.33,"Inflation ",2.863665123,14125
